Word,Processed Result
পিতৃক্রিয়া,pit̪rikriʲa
নই,noi̯
সংহার,ʃɔŋhar
খোরা,kʰora
সেতার,ʃet̪ar
হয়কে,hɔɟorke
ধূপচি,d̪ʰupci
তোজনা,t̪oɟona
পট্ট,pɔtto
মহাকায়,mɔhakaʲ
মঘবতী,mɔgʰobot̪i
মৃদুমধুর,mrid̪umd̪ʰur
অসিতা,ɔʃit̪a
আপসে,apse
ওড়ম্বা,oɽomba
প্রবুদ্ধ,probud̪d̪ʰo
ব্যাচ,bæc
আদম-,ad̪om-
স্থিরীকৃত,st̪ʰirikrit̪o
হঠ,hɔtʰ
আরোপক,aropok
খোদজমি,kʰod̪ɟomi
বিদ্যুৎস্ফুরণ,bid̪d̪ut̪ʃpʰuron
ঝোটন,ɟʰoton
বাঘা,bagʰa
পয়ার,pɔʲar
ব্যাপৃতি,bæprit̪i
আত্মনিষ্ঠ,at̪t̪oniʃtʰo
মনীষা,moniʃa
কীর্তনাঙ্গ,kirt̪onaŋgo
অহিংস্র,ɔhiŋsro
রাখীপূর্ণিমা,rakʰipurnima
স্মঅরা,ʃɔra
অবিরোধী,ɔbirod̪ʰi
পাটলা,patla
ফুটানি,pʰutani
যামিনীপতি,ɟaminipot̪i
ইষ্টি,iʃti
ব্যাপৃত,bæprit̪o
বকবৃত্তি,bokbrit̪t̪i
দায়,d̪aʲ
দ্বিতীয়াশ্রম,d̪it̪iʲasrom
ছকড়া-নকড়া,cʰɔkda-nɔkd̪a
যবাগূ,ɟɔbagu
নড়ে,nɔɽe
অক্রুদ্ধ,ɔkrud̪d̪ʰo
এলবাম,elbam
সম্মুখবর্তী,ʃɔmmukʰbort̪i
মুকররর,mukrɔrɔror
অধীরা,od̪ʰira
ডাককারী,dakkari
সিম্ফনি,simpʰoni
ভৃঙ্গপ্রিয়া,bʰriŋgopriʲa
আধিজ,ad̪ʰiɟ
দৌর্ভাগ্য,d̪ou̯rbʰaggo
ওয়াজিবি,oʷaɟibi
পুষ্পজীবী,puʃpoɟibi
আঁচিল,acil
শহিদান,ʃohid̪an
চক্রিকা,cokrika
টেঁকে,teke
তরফদার,t̪ɔropʰd̪ar
মূল্য,mullo
সন্ধিভঙ্গ,ʃond̪ʰibʰɔŋgo
বাহির,bahir
কেয়ারী,keʲari
ধর্মান্দোলন,d̪ʰɔrmand̪olon
নির্বিঘ্ন,nirbigʰno
কামগন্ধ,kamgɔnd̪ʰo
সীমন্তিত,ʃimont̪it̪o
হাড়গিলা,hadogila
ফাস্ট,pʰast
রোলার,rolar
মধুকণ্ঠ,mod̪ʰukɔntʰo
পুত্তিক,put̪t̪ik
গম্য,gommo
সমাজে,ʃɔmaɟe
ডোরাকাটা,dorakata
ধারাকারে,d̪ʰarakare
রিরংসা,rirɔŋʃa
আন্ত,ant̪o
বেঁয়ে,beʲe
অলখ,ɔlokʰ
সামিল,ʃamil
পরহিতব্রত,pɔrohit̪ɔbrot̪o
পরাক,pɔrak
উপপত্তি,upopot̪t̪i
ঊননবতি,unonɔbot̪i
পায়রবী,paʲorbi
শান্তিপুরী,ʃant̪ipuri
সত্যপ্রিয়,ʃot̪t̪opriɟɔr
হিঁয়াসে,hiʲaʃe
টঙ,tɔŋ
উপযোজন,upoɟoɟon
খরসানি,kʰɔrʃani
ভয়ঙ্করী,bʰɔɟoriŋkori
কানড়া,kanɽa
উপভোক্তা,upobʰokt̪a
ঢোড়া,dʰoɽa
বিরস,birɔʃ
শোঁকা,ʃoka
অধ্যয়নরত,od̪d̪ʰoʲonrɔt̪o
শব্দতরঙ্গ,ʃɔbd̪ot̪ɔrɔŋgo
রায়-রায়াঁ,raʲ-raʲa
ভূষণ্ড,bʰuʃɔndo
সমাধিভঙ্গ,ʃɔmad̪ʰibʰɔŋgo
সঙ্গদাতা,ʃɔŋgod̪at̪a
চুম্বী,cumbi
বিধিমতো,bid̪ʰimɔt̪o
নিবেদন,nibed̪on
কাঁদুনি,kad̪uni
সুসংবৃতা,ʃuʃɔŋbrit̪a
প্রকর্ষ,prokɔrʃo
অবেনীসংবদ্ধ,ɔbeniʃɔŋbɔd̪d̪ʰo
জলসেক,ɟɔlʃek
মাঠঘাট,matʰgʰat
গলনালি,gɔlonali
চটাচট,cɔtacɔt
অননুমোদিত,ɔnonumod̪it̪o
প্রাথমিক,prat̪ʰomik
তেজপত্র,t̪eɟpɔt̪ro
ধিকিধিকি,d̪ʰikid̪ʰiki
শতাব্দী,ʃɔt̪abd̪i
ফাঁপ,pʰap
শৈশব,ʃoi̯ʃɔb
অনতিপূর্ব,ɔnot̪ipurbo
দিলখুশ,d̪ilkʰuʃ
নাশী,naʃi
মহারজত,mɔharɟɔt̪
ধড়াচূড়া,d̪ʰɔɽacuɽa
নবুয়ত,nobuʲɔt̪
যত্নশীলা,ɟɔt̪noʃila
মস্ক,mɔsk
অতিপরিপক্ব,ot̪iporipɔkko
ডিনার,dinar
তরমুজ,t̪ɔrmuɟ
শায়িতা,ʃaʲit̪a
আহির,ahir
অলক্তক,ɔlokt̪ok
মারণাস্ত্র,maronast̪ro
মণ্ডিতা,mondit̪a
সাধ্যানুরূপ,ʃad̪d̪ʰanurup
চষানো,cɔʃano
বাউল,bau̯l
ভোগদেহ,bʰogd̪eho
ইন্দু,ind̪u
ষটচত্বারিংশ‍,ʃɔtcot̪t̪ariŋʃon
বিবর্ধিত,bibɔrd̪ʰit̪o
বেগ,beg
সুখোদয়,ʃukʰod̪ɟɔro
নাগবল্লি,nagbolli
ভবঘুরে,bʰɔbogʰure
কণ্টকশয্যা,kɔntokʃoɟɟa
বরযাত্রা,bɔrɟat̪ra
দউ,d̪ɔu̯
ত্রিবলী,t̪riboli
প্রেরণ,preron
প্রতিমা,prot̪ima
প্রসূ,proʃu
ভগবৎ,bʰɔgbɔt̪
কলিদার,kolid̪ar
মস্তাহাব,mɔst̪ahab
বাপাত,bapat̪
বাগ্মিতণ্ডা,bagmit̪ɔnda
তভোঁ,t̪ɔbʰo
সেতারি,ʃet̪ari
দামুড়ী,d̪amuɽi
বিশ্বেশ্বর,biʃʃeʃʃɔr
আত্মজীবনী,at̪t̪oɟiboni
পিতৃবৎ,pit̪ribɔt̪
টগর,tɔgor
নাঙল-দড়ি,naŋol-d̪oɽi
সূতীকাগৃহ,ʃut̪ikagriho
উপদংশ,upod̪ɔŋʃo
স্বয়ম্‌বর,ʃɔɟombɔr
গিরিবর,giribɔr
সওগাদ,ʃɔo̯gad̪
হরিমটর,horimtɔr
একজ্বরী,ækɟori
ঝাঁপ,ɟʰap
দাপাদাপি,d̪apad̪api
কাষ্ঠা,kaʃtʰa
প্যান্ডেল,pændel
মহেন্দ্রনগরী,mɔhend̪rongori
উজ্জ্বলতা,uɟɟɔlɔt̪a
আপতিত,apot̪it̪o
জগাখিচুড়ী,ɟɔgakʰicudori
দান্ত,d̪ant̪o
স্বাধ্যায়,ʃad̪d̪ʰaʲ
সংসক্তি,ʃɔŋʃokt̪i
নিপুণা,nipuna
পূজনীয়,puɟoniʲo
স্বপ্নবৎ,ʃɔpnobɔt̪
রমজান,rɔmɟan
চাগা,caga
এস্তাদা,est̪ad̪a
সুখতলা,ʃukʰt̪ɔla
পুঁঠী,putʰi
কুশিশ,kuʃiʃ
কুচুণ্ডে,kucunde
পালান,palan
হকিয়ত,hokiɟrit̪o
জোয়ারি,ɟoɟari
জনযুদ্ধ,ɟɔnoɟud̪d̪ʰo
ধ্বজাবর্দার,d̪ʰɔɟabɔrd̪ar
পিলড়ি,pilɽi
পলিজ,poliɟ
ঢেড়ি,dʰeɽi
ফেলল,pʰellol
শিবপ্রিয়া,ʃibpriʲa
গড়ে,gɔɽe
নাগরিয়া,nagoriʲa
দানবদলন,d̪anbɔd̪ɔlon
অনুুরুদ্ধ,onurud̪d̪ʰo
মাল্য,mallo
ধূম্রাক্ষ,d̪ʰumrakkʰo
অ্যামপ্লিফায়ার,æmplipʰaɟobʰar
ভুঞা,bʰuna
সাফ,sapʰ
চৈনেয়,coi̯neɟor
মৌখিক,mou̯kʰik
রোজ-দিন-রুযি,roɟ-d̪in-ruɟi
ত্যাজ্য,t̪æɟɟo
বর্জক,bɔrɟok
খবরগির,kʰɔborgir
কি?,kiri
নাকা,naka
ছুঁড়া,cʰuda
ভিখারিনী,bʰikʰarini
শ্রোতা,srot̪a
ফড়নবিস,pʰɔɽonbiʃ
যাই,ɟai̯
ছি,cʰi
ধাতুপাঠ,d̪ʰat̪upatʰ
শচিবিলাস,ʃocibilaʃ
ফুচকে,pʰucke
পাশবিকতা,paʃbikɔt̪a
অপক্ষপাতী,ɔpokkʰopat̪i
আঙ্গিয়া,aŋgiɟa
বনফুল,bonpʰul
লবডঙ্ক,lɔbdɔŋko
মঞ্জরা,mɔnɟora
আবছা,abcʰa
ধুকপুক,d̪ʰukpuk
বেনারসি,benarsi
ব্যারিস্টার,bæristar
ভড়কি,bʰɔɽki
শুভানুধ্যায়ী,ʃubʰanud̪d̪ʰaʲi
অনুচ্চারিত,onuccarit̪o
নায়কতন্ত্র,naʲokt̪ɔnt̪ro
সেনানিবেশ,ʃenanibeʃ
শ্বেতসার,ʃet̪ʃar
মিশালী,miʃali
ভর্জন,bʰɔrɟon
তুঁতে,t̪ut̪e
মাৎস্যন্যায়,mat̪ʃonnaʲ
বোলাইলেঁ,bolai̯le
গঞ্জীফা,gonɟipʰa
ইন্দ্রজিৎ,ind̪roɟit̪
প্রিয়,priʲo
মুনাক্কা,munakka
সাদাসিধা,ʃad̪aʃid̪ʰa
স্বতঃ,ʃɔt̪o
জগৎ,ɟɔgot̪
মারিত,marit̪o
চর্ব্য,cɔrbo
ত্বরায়,t̪ɔraʲ
সালাত,salat̪
অপ্রতিষ্ঠিত,ɔprot̪iʃtʰit̪o
ভুবনজয়ী,bʰubɔnɟoʲi
ঠ্যাংগাড়িয়া,tʰæŋgaɽiʲa
বেতর,bet̪ɔr
হ,hɔ
মুনশিয়ানা,munʃiʲana
দুহ্য,d̪uɟɟʰo
উন্মেষ,unmeʃ
মোক্ষ,mokkʰo
অভিবাসন,obʰibaʃon
উপলব্ধ,upolɔbd̪ʰo
সালেক,salek
অপক্ব,ɔpokko
গড্ডলিকা,gɔddolika
রাধন,rad̪ʰon
রোগবিশেষ,rogbiʃeʃ
সস্ত্রীক,ʃɔst̪rik
লেঙরা,leŋra
মাতঃ,mat̪o
শক্করকন্দ,ʃɔkkorkɔnd̪o
বে-খরচ,be-kʰɔroc
ভাম্পায়ার,bʰampaʲar
নবতি,nɔbot̪i
সঞ্চারিকা,ʃɔncarika
কম্পিউটার,kɔmpiu̯tar
তেনা,t̪ena
বেপারী,bepari
সিক্থ,ʃikt̪ʰo
দিল্লগি,d̪illogi
কাকচক্ষু,kakcokkʰu
অসংসক্ত,ɔʃɔŋʃɔkt̪o
একটুখানি,æktukʰani
অতিথিসৎকার,ot̪it̪ʰiʃɔt̪kar
মহাতেজা(ঃ),mɔhat̪eɟari
শকুল-বদরী,ʃokul-bɔd̪ori
মন্যি,monni
ভ্রান্ত,bʰrant̪o
সেঁচা,ʃeca
হত্যাকারী,hot̪t̪akari
পামসু,pamʃu
অভিযোজন,obʰiɟoɟon
খুঁজি,kʰuɟi
কানড়ি,kanɽi
দিগদড়া,d̪igd̪ɔɽa
আশ্রিতা,asrit̪a
যাথাযথ্য,ɟat̪ʰaɟɔt̪t̪ʰo
আলানো,alano
সর্বত,ʃɔrbot̪
বনারস,bɔnarɔʃ
ঝনঝনা,ɟʰɔnɟʰɔna
আয়ুঃপ্রদ,aɟɟupprod̪o
জৃম্ভা,ɟrimbʰa
সমকাল,ʃɔmokal
কচলানো,kɔclano
কামুকা,kamuka
অর্হনীয়,ɔrhoniɟɔro
ভগোল,bʰɔgol
কলাপী,kɔlapi
আত্মবান,at̪t̪oban
চেলোপোকা,celopoka
লৌহকণ্টক,lou̯hokɔntok
নিঃশ্বসিত,niʃʃoʃit̪o
একেশ্বরবাদী,ækeʃʃorbad̪i
অন্বীক্ষণ,ɔnnikkʰon
সহস্রার,ʃɔhosrar
আনমনীয়া,anmoniɟa
বাসুকেয়,baʃukeʲo
উপন্যাসিকা,uponnaʃika
বোল,bol
কলমিয়া,kɔlomiʲa
প্ল্যানচেট,plæncet
গল,gɔl
কালিয়,kaliʲo
দীক্ষক,d̪ikkʰɔk
অন্যত,onnot̪ot̪o
শ্রীচরণকমলেষু,sricɔronkɔmoleʃu
অনুুশীলিত,onuʃilit̪o
মনোজব,monoɟɔb
এক্ষণ,ækkʰon
প্রটেস্টান্ট,protestant
থুড়ী,t̪ʰuɽi
কেশাকর্ষণ,keʃakɔrʃon
সরভাজা,ʃɔrbʰaɟa
গাওয়ানো,gao̯ʷano
ট্রাক,trak
লেখন-পঠন,lekʰon-pɔtʰon
শেফালিকা,ʃepʰalika
সংবিগ্ন,ʃɔŋbigno
জৈমিনিদর্শন,ɟoi̯minid̪ɔrʃon
নওবাহার,nɔo̯bahar
দেশকাল-পাত্র,d̪eʃkal-pat̪ro
অপিনদ্ধ,ɔpinɔd̪d̪ʰo
ছক্কা,cʰɔkka
গতবল,gɔt̪obɔl
শূন্যগর্ভ,ʃunnogɔrbʰo
অচ্যুত,ɔccut̪o
মাতৃৃভক্তি,mat̪ribʰokt̪i
নৃসিংহ,nriʃiŋho
ছিন্নদ্বৈধ,cʰinnod̪d̪oi̯d̪ʰo
মুহুর্মুহু,muhurmuhu
ট্যাপারি,tæpari
অবতীর্ণ,ɔbot̪irno
কবালা,kɔbala
সংজ্ঞাপন,ʃɔŋgapon
বেশরম,beʃɔrm
ঘড়া,gʰɔda
আধেক,ad̪ʰek
স্বরাজ,ʃɔraɟ
উটচোখো,utcokʰo
সম্বরিয়া,ʃɔmboriɟa
পরিগ্রাহক,porigrahok
প্রাণপাখি,pranpakʰi
কাকু,kaku
আগ্‌ড়ুম্‌-বাগ্‌ড়ুম্‌,agdamu-bagdodimugum
বায়ু,baʲu
শুচি,ʃuci
অগ্নিকুণ্ড,ɔgnikundo
যাচিত,ɟacit̪o
আকখুটে,akkʰute
একচত্বারিংশ,ækcot̪t̪ariŋʃo
কালিকা,kalika
বিধায়ক,bid̪ʰaʲok
সন্দিষ্ট,ʃɔnd̪iʃto
হস্তিপক,hɔst̪ipɔk
দুলি,d̪uli
সুষমাময়ী,ʃuʃmamoʲi
কামসখ,kamʃɔkʰ
খুদগরয,kʰud̪gɔrɟɔrɔɟ
সূত,ʃut̪
ঝনকাঠ,ɟʰɔnkatʰ
জরানো,ɟɔrano
বুলভরি,bulbʰori
ছিদ্রানুসন্ধানী,cʰid̪ranuʃɔnd̪ʰani
নালী,nali
আলিস,alis
ভেঙে,bʰeŋe
ঈর্ষী,irʃi
তরুমূল,t̪orumul
অগৌরব,ɔgou̯rɔb
হড়বড়,hɔdorbɔdor
মাহিয়ানা,mahiʲana
অধ্যাপিত,od̪d̪ʰapit̪o
সঞ্চারিত,ʃɔncarit̪o
ছন,cʰɔn
অব্যরোহণী,ɔbærohoni
সন্ধ্যালোক,ʃond̪ʰalok
বাসন্তিক,baʃont̪ik
রচয়িতা,rɔcoʲit̪a
কৃপাময়,kripamɔʲ
বীরভোগ্যা,birbʰogga
সারানো,ʃarano
গোপালন,gopalon
জমানত,ɟɔmanɔt̪
অঙ্কশাস্ত্রবিদ,ɔŋkoʃast̪robid̪
ঠাহর,tʰahor
শিপসরকারী,ʃipʃɔrkari
বাঁধাধরা,bad̪ʰad̪ʰra
উবরা,ubora
ব্যবসা,bæbʃa
আমানি,amani
বৈফল্য,boi̯pʰollo
চ্যাট,cæt
বিক্রান্তি,bikrant̪i
তৌহীদ,t̪ou̯hid̪
তহবিলদারি,t̪ɔhobild̪ari
সুদুঃখিত,ʃud̪ukkʰit̪o
অশীলতা,ɔʃilɔt̪a
খেচাখেচি,kʰecakʰeci
দোহারা,d̪ohara
স্থলী,st̪ʰoli
নিরামিষ,niramiʃ
মনোবিচ্ছেদ,monobiccʰed̪
মণিময়,monimɔʲ
নাপছন্দ,napcʰɔnd̪o
হবে,hɔbe
ঢেমনা,dʰemna
আড়াই,adai̯
বাবাঃ,babaʃ
তাহযীব,t̪ahoɟib
পীলা,pila
পর্দা-পুশিদা,pɔrd̪a-puʃid̪a
চন্দ্রমল্লিকা,cɔnd̪romɔllika
উদাসীন,ud̪aʃin
ফটকি,pʰɔtki
দারাজহস্ত,d̪araɟhɔst̪o
সেবাদাসী,ʃebad̪aʃi
আখেটক,akʰetɔk
পোশাক,poʃak
মবলগ,mɔbolɔg
কুওত,kuo̯t̪
শুকধান্য,ʃukd̪ʰanno
বোধশোধ,bod̪ʰʃod̪ʰ
মরুসাইমুম,moruʃai̯mum
পদধূলি,pɔd̪od̪ʰuli
ঐছনে,oi̯cʰone
সময়সেবক,ʃɔmɔʲʃebok
উপেখ,upekʰ
পরুষ,poruʃ
জেন্দা,ɟend̪a
ঢল্কো,dʰɔlko
অক্লান্তকর্মা,ɔklant̪okɔrma
অবমুক্ত,ɔbomukt̪o
টিমটিম,timtim
তারামাছ,t̪aramacʰ
অদিব্য,ɔd̪ibbo
তারাজু,t̪araɟu
অসমর্থিত,ɔʃɔmort̪ʰit̪o
কালক্রমে,kalokrome
অমনই,ɔmoni
নেংটা,neŋta
চালিয়াতি,caliɟat̪i
বজ্জাতি,bɔɟɟat̪i
বকযন্ত্র,bɔkɟɔnt̪ro
ত্রিসপ্ততি,t̪riʃɔpt̪ot̪i
পুলসিরাত,pulsirat̪
শাঙা,ʃaŋa
পরিত্তান,porit̪t̪an
বোস্তান,bost̪an
সুবহ,ʃubɔho
ঝিরিক,ɟʰirik
বেণুরব,benurbo
অসাম্প্রদায়িক,ɔʃamprod̪aɟobik
বিকচ,bikɔc
মেশাল,meʃal
লাঠি,latʰi
শয়নীয়,ʃɔʲoniʲo
শাঁওল,ʃaol
কোঁদন,kod̪on
ভগ্নী,bʰɔgni
পঁইত্রিশ,poit̪riʃ
মতাবলম্বী,mɔt̪abolombi
সীতাভোগ,ʃit̪abʰog
তিন্তিড়ি,t̪int̪iɽi
পোহ,poho
ঝাঁ,ɟʰa
দম্ভিন,d̪ombʰin
আগত,agɔt̪o
খসয়ে,kʰɔʃɔʲe
দেকসেক,d̪eksek
ধনদণ্ড,d̪ʰɔnd̪ɔndo
তৈলপক্ব,t̪oi̯lpokko
যতোগুলি,ɟɔt̪oguli
ভেড়ের,bʰeɽer
সালোন,salon
গুলোন,gulon
উদীচ্য,ud̪icco
ভৈইলা,bʰoi̯i̯la
গানমেটাল,ganmetal
স্থাপা,st̪ʰapa
চুলবুলানি,culbulani
খাবোল,kʰabol
থুবী,t̪ʰubi
অহিতকর,ɔhit̪okɔr
অর্ধাবশিষ্ট,ɔrd̪ʰabʃiʃto
শ্রেয়ঃকল্প,sreɟorkɔlpo
ভাবাবেশ,bʰababeʃ
দুলকি,d̪ulki
ঔষ্ট্রক,ou̯ʃtrok
তাঁই,t̪ai
ঊর্ণা,urna
ঠাড়,tʰaɽ
আম্রাত,amrat̪
কুমড়া,kumdora
শশবৃত্তি,ʃoʃbrit̪t̪i
অভ্যন্তর,ɔbbʰont̪ɔr
সাব,ʃab
অপহর্তা,ɔpohɔrt̪a
গুড়গুড়,guɽguɽ
জ্ঞানহর,gænhɔr
পরভাতা,pɔrbʰat̪a
বিলজ্জ,bilɔɟɟo
ঈশ্বরভক্তি,iʃʃɔrbʰokt̪i
কেকী,keki
পর্ষৎ,pɔrʃot̪
উদরসাৎ,ud̪ɔrʃat̪
তিরোধান,t̪irod̪ʰan
অকৃত্রিম,ɔkrit̪rim
তীক্ষ্ণপুষ্প,t̪ikkʰnopuʃpo
আলাভোলা,alabʰola
ইজতিহাদ,iɟt̪ihad̪
সর্গ,ʃɔrgo
আত্মরক্ষা,at̪t̪orɔkkʰa
অমর্ষগ্রস্ত,ɔmorʃogrost̪o
পল্টন,pɔltɔn
ক্রিয়াসক্ত,kriʲaʃɔkt̪o
টুকনি,tukni
রাজসভা,raɟʃɔbʰa
ভঙ্গিয়ান,bʰoŋgiʲan
পাহাড়ি,pahaɽi
শৌরসেনী,ʃou̯roʃeni
বালসা,balʃa
রিপোর্টার,riportar
হস্তান্তরিত,hɔst̪ant̪orit̪o
চলন্ত,cɔlont̪o
আঁতকে,at̪ke
ক্ষৌণী,kʰou̯ni
হাঙ্গামা,haŋgama
কিতাবি,kit̪abi
গগনপট,gɔgonpɔt
প্রলুদ্ধা,prolud̪d̪ʰa
জরুড়,ɟoruɽ
সরবত,ʃɔrbɔt̪
কংশ,kɔŋʃo
পাইতুঁ,pai̯t̪u
বদকাম,bɔd̪kam
অবরুদ্ধ,ɔborud̪d̪ʰo
গরাস,gɔraʃ
ছোবলানো,cʰoblano
অপ্সরা,ɔpsora
উলটানো,ultano
অভিগামিনী,obʰigamini
আবিষ্কার্য,abiʃkarɟo
বর্গমূল,bɔrgomul
চার-ইয়ারী,car-iɟari
জুয়োচুরি,ɟuɟɟocuri
তূণকী,t̪unoki
সিন্ধিয়া,ʃind̪ʰiɟɔra
ভুবনবিজয়ী,bʰubonbiɟoʲi
বদমায়েশ,bɔd̪maʲeʃ
পরীক্ষাকেন্দ্র,porikkʰakend̪ro
চেরাগচি,ceragci
ইক্ষ্বাকু(বানান),ikkʰakubanananɔr
সিরিশ,siriʃ
আজানুচুম্বিত,aɟanucumbit̪o
খেঁতখেঁতানো,kʰet̪kʰet̪ano
ঘোড়ারোগ,gʰoɽarog
নোলক,nolok
পঞ্চচামর,pɔncocamɔr
কড়কড়া,kɔɽkɔɽa
দুর্নিমিত্ত,d̪urnimit̪t̪o
তিগ্মাংশু,t̪igmaŋʃu
পরাগধানী,pɔragd̪ʰani
অবশ,ɔboʃ
ঘুসিয়ে,gʰuʃiɟore
গুণ্ডিত,gundit̪o
আউয়াল,au̯ɟal
হাজিয়া,haɟiʲa
কৈন্দ্রিক,koi̯nd̪rik
খুম্ভী,kʰumbʰi
বিঁডি,bidi
চাম,cam
পেলা,pela
খতকিতাবত,kʰɔt̪okit̪abɔt̪
ভেতর্‌,bʰet̪ɔr
কঞ্জুসী,kɔnɟuʃi
নিহিলস্ট,nihilst
তুড়িতে,t̪uɽit̪e
আচ্ছাদ্য,accʰad̪d̪o
ছপ্পড়,cʰɔppodor
সন্দেহজনক,ʃɔnd̪ehoɟɔnok
সাইকেলরিকশা,sai̯kelrikʃa
সোলা,sola
ঝালানো,ɟʰalano
টেপাগোঁজা,tepagoɟa
একুনে,ekune
আমহুকুম,amhukum
বাঁক,bak
ইলাকা,ilaka
